array_idx,epoch,epoch_loss,epoch_acc
[5],0,0.5565968006849289,0.703125
[5],1,0.526067703962326,0.734375
[5],2,0.44296786561608315,0.8359375
[5],3,0.4251699522137642,0.8203125
[5],4,0.40971434861421585,0.875
[5],5,0.3628479093313217,0.875
[5],6,0.36406863667070866,0.796875
[5],7,0.357557512819767,0.8125
[5],8,0.34635547548532486,0.8046875
[5],9,0.448432981967926,0.8359375
[5],10,0.515770860016346,0.8125
[5],11,0.42224742099642754,0.796875
[5],12,0.4647719021886587,0.734375
[5],13,0.4858785793185234,0.7109375
[5],14,0.42692113295197487,0.7890625
[5],15,0.45962249860167503,0.8125
[5],16,0.5413744039833546,0.7890625
[5],17,0.581346707418561,0.7890625
[5],18,0.5919966623187065,0.8125
[5],19,0.6248435545712709,0.8046875
[5],20,0.5907034613192081,0.8359375
[5],21,0.446439690887928,0.7890625
[5],22,0.49929124489426613,0.8359375
[5],23,0.46961088478565216,0.828125
[5],24,0.37206020206213,0.828125
[5],25,0.2706213500350714,0.9296875
[5],26,0.3563504032790661,0.8359375
[5],27,0.34310496412217617,0.828125
[5],28,0.33753821812570095,0.84375
[5],29,0.5272425226867199,0.8671875
[5],30,0.4088505953550339,0.8203125
[5],31,0.48401276022195816,0.859375
[5],32,0.3994768485426903,0.84375
[5],33,0.33898028265684843,0.8515625
[5],34,0.35996272042393684,0.828125
[5],35,0.5162180028855801,0.84375
[5],36,0.34009907487779856,0.84375
[5],37,0.3138817213475704,0.8515625
[5],38,0.33553330413997173,0.84375
[5],39,0.464685277082026,0.8125
[5],40,0.4253296200186014,0.8203125
[5],41,0.47091513499617577,0.8046875
[5],42,0.27068584598600864,0.8828125
[5],43,0.4446321465075016,0.7890625
[5],44,0.3497802885249257,0.8125
[5],45,0.3700337028130889,0.7421875
[5],46,0.4844208098948002,0.84375
[5],47,0.46630980633199215,0.8125
[5],48,0.45075926184654236,0.7421875
[5],49,0.3980127517133951,0.8046875
[5],50,0.44726043846458197,0.8046875
[5],51,0.4441191889345646,0.8515625
[5],52,0.43200052715837955,0.8515625
[5],53,0.5487434044480324,0.8671875
[5],54,0.5137489810585976,0.8203125
[5],55,0.4281260184943676,0.8515625
[5],56,0.3894671704620123,0.8203125
[5],57,0.5537314526736736,0.8515625
[5],58,0.5438875146210194,0.8125
[5],59,0.5499128326773643,0.8125
[5],60,0.7014764882624149,0.859375
[5],61,0.5087824128568172,0.796875
[5],62,0.4867218304425478,0.8203125
[5],63,0.48940572142601013,0.8125
[5],64,0.5744238141924143,0.734375
[5],65,0.7028474099934101,0.8125
[5],66,0.5063518229871988,0.8515625
[5],67,0.6431121416389942,0.8671875
[5],68,0.4660746715962887,0.8671875
[5],69,0.5769499279558659,0.8515625
[5],70,0.4282500222325325,0.8671875
[5],71,0.3851624187082052,0.828125
[5],72,0.37521666660904884,0.8671875
[5],73,0.3525301367044449,0.8515625
[5],74,0.4075915515422821,0.8515625
[5],75,0.5504852570593357,0.84375
[5],76,0.4327899292111397,0.8359375
[5],77,0.5122836101800203,0.8671875
[5],78,0.717842198908329,0.7734375
[5],79,0.7790869064629078,0.8125
[5],80,0.7027578316628933,0.8125
[5],81,0.539660582318902,0.8515625
[5],82,0.8240368142724037,0.8203125
[5],83,0.5491550043225288,0.8203125
[5],84,0.5963945686817169,0.875
[5],85,0.525173295289278,0.875
[5],86,0.5508445575833321,0.875
[5],87,0.5670954957604408,0.8046875
[5],88,0.41583840921521187,0.90625
[5],89,0.3686151262372732,0.90625
[5],90,0.47343683370854706,0.90625
[5],91,0.6148056080564857,0.8203125
[5],92,0.603092011413537,0.875
[5],93,0.5234167138114572,0.890625
[5],94,0.5106676667928696,0.875
[5],95,0.49733168818056583,0.8671875
[5],96,0.5435726642608643,0.875
[5],97,0.45529719442129135,0.8515625
[5],98,0.3977815620601177,0.8671875
[5],99,0.44624428637325764,0.9140625
[5],100,0.4735869709402323,0.859375
[5],101,0.6301475577056408,0.84375
[5],102,0.6545763462781906,0.8515625
