array_idx,epoch,epoch_loss,epoch_acc
"[6, 7]",0,0.6128294553075518,0.7008928571428571
"[6, 7]",1,0.5838349972452436,0.7142857142857143
"[6, 7]",2,0.5160919002124241,0.7366071428571429
"[6, 7]",3,0.5201097130775452,0.7410714285714286
"[6, 7]",4,0.5165141820907593,0.7633928571428571
"[6, 7]",5,0.43784783141953604,0.7901785714285714
"[6, 7]",6,0.5044423639774323,0.7678571428571429
"[6, 7]",7,0.5292174092360905,0.7589285714285714
"[6, 7]",8,0.4287217514855521,0.8035714285714286
"[6, 7]",9,0.435173111302512,0.8169642857142857
"[6, 7]",10,0.45862288985933575,0.7991071428571429
"[6, 7]",11,0.3917692686830248,0.8303571428571429
"[6, 7]",12,0.4538997326578413,0.7857142857142857
"[6, 7]",13,0.4194922574928829,0.8035714285714286
"[6, 7]",14,0.4073016771248409,0.8258928571428571
"[6, 7]",15,0.40619697741099764,0.8303571428571429
"[6, 7]",16,0.40210059710911344,0.8258928571428571
"[6, 7]",17,0.37899258945669445,0.8169642857142857
"[6, 7]",18,0.3840340333325522,0.8214285714285714
"[6, 7]",19,0.4029129615851811,0.8169642857142857
"[6, 7]",20,0.4035060278006962,0.8214285714285714
"[6, 7]",21,0.4044295677116939,0.8303571428571429
"[6, 7]",22,0.4590600111654827,0.7767857142857143
"[6, 7]",23,0.3712771364620754,0.8392857142857143
"[6, 7]",24,0.4429273286036083,0.8035714285714286
"[6, 7]",25,0.3725198528596333,0.8482142857142857
"[6, 7]",26,0.33994707465171814,0.8794642857142857
"[6, 7]",27,0.3450022063085011,0.875
"[6, 7]",28,0.39774065784045626,0.8392857142857143
"[6, 7]",29,0.3482510490076883,0.8616071428571429
"[6, 7]",30,0.3445854591471808,0.8482142857142857
"[6, 7]",31,0.3827248854296548,0.8616071428571429
"[6, 7]",32,0.44682553836277555,0.7991071428571429
"[6, 7]",33,0.49564086326531004,0.8035714285714286
"[6, 7]",34,0.3705346499170576,0.8392857142857143
"[6, 7]",35,0.37637448949473246,0.8035714285714286
"[6, 7]",36,0.4032375067472458,0.8214285714285714
"[6, 7]",37,0.4290706919772284,0.8348214285714286
"[6, 7]",38,0.40125490937914166,0.84375
"[6, 7]",39,0.4157055509941919,0.8392857142857143
"[6, 7]",40,0.4350558625800269,0.84375
"[6, 7]",41,0.39531768432685305,0.84375
"[6, 7]",42,0.46521780107702526,0.8303571428571429
"[6, 7]",43,0.46418296865054537,0.84375
"[6, 7]",44,0.4935996468578066,0.8348214285714286
"[6, 7]",45,0.48079680119241985,0.8482142857142857
