array_idx,epoch,epoch_loss,epoch_acc
[2],0,0.4806164875626564,0.796875
[2],1,0.44555194675922394,0.859375
[2],2,0.4254809394478798,0.8515625
[2],3,0.49073147028684616,0.7890625
[2],4,0.5083370208740234,0.7421875
[2],5,0.6136061996221542,0.640625
[2],6,0.6707199215888977,0.5625
[2],7,0.5554163306951523,0.703125
[2],8,0.7532937079668045,0.4609375
[2],9,0.4962136298418045,0.7734375
[2],10,0.5403920337557793,0.734375
[2],11,0.5118822827935219,0.7265625
[2],12,0.7848222479224205,0.5390625
[2],13,0.5012962818145752,0.7734375
[2],14,0.5725857615470886,0.703125
[2],15,0.5339949131011963,0.71875
[2],16,0.45550909638404846,0.796875
[2],17,0.5279776230454445,0.765625
[2],18,0.4463571161031723,0.796875
[2],19,0.45296651870012283,0.7890625
[2],20,0.45815548300743103,0.796875
[2],21,0.5058326125144958,0.7578125
[2],22,0.5265572816133499,0.7421875
[2],23,0.4383123442530632,0.84375
[2],24,0.45338302850723267,0.8359375
[2],25,0.4782027378678322,0.7421875
[2],26,0.4326382577419281,0.8515625
[2],27,0.42507484555244446,0.8359375
[2],28,0.46447741985321045,0.7578125
[2],29,0.43439941108226776,0.8515625
[2],30,0.4625890627503395,0.7890625
[2],31,0.4472983554005623,0.8046875
[2],32,0.4373995363712311,0.8046875
[2],33,0.41512709856033325,0.8046875
[2],34,0.4406002387404442,0.8046875
[2],35,0.31633367110043764,0.8671875
[2],36,0.4135254845023155,0.8203125
[2],37,0.388146348297596,0.8203125
[2],38,0.46166976541280746,0.765625
[2],39,0.39806126803159714,0.796875
[2],40,0.37220241129398346,0.875
[2],41,0.34751540422439575,0.8984375
[2],42,0.34893590956926346,0.890625
[2],43,0.3323220741003752,0.8984375
[2],44,0.3461403977125883,0.8671875
[2],45,0.35706638917326927,0.84375
[2],46,0.35566558316349983,0.875
[2],47,0.3540943134576082,0.8125
[2],48,0.30897646583616734,0.9296875
[2],49,0.35494176857173443,0.859375
[2],50,0.29431819543242455,0.8984375
[2],51,0.3153724782168865,0.8984375
[2],52,0.3762093000113964,0.8828125
[2],53,0.3548211418092251,0.890625
[2],54,0.34689852967858315,0.8828125
[2],55,0.36516306176781654,0.875
[2],56,0.36692994832992554,0.8671875
[2],57,0.42158325761556625,0.8203125
[2],58,0.33516358584165573,0.8828125
[2],59,0.5154338032007217,0.6796875
[2],60,0.3823440745472908,0.8515625
[2],61,0.43114009499549866,0.78125
[2],62,0.36116865277290344,0.875
[2],63,0.48582179099321365,0.7890625
[2],64,0.43684956431388855,0.7890625
[2],65,0.43904511630535126,0.7890625
[2],66,0.38619399815797806,0.859375
[2],67,0.36741413176059723,0.890625
[2],68,0.33306965231895447,0.8828125
[2],69,0.4034626632928848,0.8671875
[2],70,0.3451998420059681,0.875
[2],71,0.34704212471842766,0.8828125
[2],72,0.4405377581715584,0.796875
[2],73,0.40410255640745163,0.8671875
[2],74,0.35969874262809753,0.8828125
[2],75,0.36097757518291473,0.8984375
[2],76,0.34113607555627823,0.859375
[2],77,0.31941972486674786,0.8984375
[2],78,0.3132163966074586,0.8828125
[2],79,0.34645146131515503,0.8671875
[2],80,0.34691937267780304,0.8515625
[2],81,0.33036638237535954,0.8515625
[2],82,0.3195416759699583,0.859375
[2],83,0.3923981040716171,0.859375
[2],84,0.3179941391572356,0.875
[2],85,0.34825725853443146,0.828125
[2],86,0.3492282622610219,0.84375
[2],87,0.36792367324233055,0.8359375
[2],88,0.3257808517664671,0.84375
[2],89,0.3120686411857605,0.875
[2],90,0.31423127092421055,0.875
[2],91,0.3229869860224426,0.8515625
[2],92,0.30823383294045925,0.8671875
[2],93,0.33762871101498604,0.875
[2],94,0.3067855956032872,0.859375
[2],95,0.2875521604437381,0.8671875
[2],96,0.31801495677791536,0.84375
[2],97,0.3038789592683315,0.875
[2],98,0.301331608556211,0.875
[2],99,0.29044945555506274,0.8515625
[2],100,0.31926752626895905,0.875
[2],101,0.29397691413760185,0.859375
[2],102,0.3011563851032406,0.8515625
[2],103,0.3016019742935896,0.8828125
[2],104,0.3005425576120615,0.890625
[2],105,0.3177212979644537,0.875
[2],106,0.31542684603482485,0.84375
[2],107,0.3241927959024906,0.90625
[2],108,0.28431057929992676,0.890625
[2],109,0.26256227772682905,0.8828125
[2],110,0.27508655190467834,0.875
[2],111,0.3291239105165005,0.8671875
[2],112,0.2876365827396512,0.8828125
[2],113,0.2840097800362855,0.875
[2],114,0.3074136395007372,0.8671875
[2],115,0.30603037361288443,0.84375
[2],116,0.33840298373252153,0.84375
[2],117,0.37197471503168344,0.828125
[2],118,0.40301594883203506,0.78125
[2],119,0.39021409675478935,0.8125
[2],120,0.4364958107471466,0.7421875
[2],121,0.4213466942310333,0.78125
[2],122,0.3686164803802967,0.859375
[2],123,0.31599162705242634,0.8828125
[2],124,0.35520242154598236,0.8125
[2],125,0.3331713229417801,0.8828125
[2],126,0.3271520286798477,0.875
[2],127,0.28183918143622577,0.890625
[2],128,0.27168966046883725,0.8984375
[2],129,0.2689132672967389,0.8828125
[2],130,0.276754267513752,0.890625
[2],131,0.3654281396011356,0.8125
[2],132,0.34846379002556205,0.828125
[2],133,0.3208186775445938,0.8671875
[2],134,0.33413962461054325,0.84375
[2],135,0.29512383532710373,0.8828125
[2],136,0.29052489064633846,0.8984375
[2],137,0.3309056796133518,0.890625
[2],138,0.2991964379325509,0.8515625
[2],139,0.28880736604332924,0.8671875
[2],140,0.2885998002020642,0.8828125
[2],141,0.2875661776633933,0.875
[2],142,0.3127220645546913,0.875
