array_idx,epoch,epoch_loss,epoch_acc
"[6, 7]",0,0.5978879375117165,0.6830357142857143
"[6, 7]",1,0.5902777910232544,0.6919642857142857
"[6, 7]",2,0.7451434816632952,0.5982142857142857
"[6, 7]",3,0.5923495207514081,0.6651785714285714
"[6, 7]",4,0.5647594332695007,0.65625
"[6, 7]",5,0.7987461813858577,0.5
"[6, 7]",6,0.5701295222554889,0.6651785714285714
"[6, 7]",7,0.5431309384959084,0.6919642857142857
"[6, 7]",8,0.5227675437927246,0.7142857142857143
"[6, 7]",9,0.527924005474363,0.7321428571428571
"[6, 7]",10,0.5437245879854474,0.6964285714285714
"[6, 7]",11,0.5250179639884404,0.7008928571428571
"[6, 7]",12,0.5366970726421901,0.7098214285714286
"[6, 7]",13,0.5375087686947414,0.7276785714285714
"[6, 7]",14,0.5284108987876347,0.7589285714285714
"[6, 7]",15,0.5058481267520359,0.7589285714285714
"[6, 7]",16,0.5723566157477242,0.7544642857142857
"[6, 7]",17,0.533494872706277,0.7366071428571429
"[6, 7]",18,0.5049955142395837,0.7946428571428571
"[6, 7]",19,0.4824280781405313,0.8258928571428571
"[6, 7]",20,0.5068893347467694,0.84375
"[6, 7]",21,0.5725468822887966,0.8214285714285714
"[6, 7]",22,0.4495229039873396,0.84375
"[6, 7]",23,0.42823539461408344,0.8258928571428571
"[6, 7]",24,0.4523464781897409,0.8303571428571429
"[6, 7]",25,0.517152943781444,0.8348214285714286
"[6, 7]",26,0.524196092571531,0.7991071428571429
"[6, 7]",27,0.4952446903501238,0.7901785714285714
"[6, 7]",28,0.5506303140095302,0.7678571428571429
"[6, 7]",29,0.45012220101697104,0.7946428571428571
"[6, 7]",30,0.41087492448943,0.8169642857142857
"[6, 7]",31,0.44187607509749277,0.7946428571428571
"[6, 7]",32,0.43513005546161104,0.8303571428571429
"[6, 7]",33,0.44846913644245695,0.8482142857142857
"[6, 7]",34,0.4523927228791373,0.8258928571428571
"[6, 7]",35,0.583397850394249,0.7901785714285714
"[6, 7]",36,0.6137186991316932,0.7857142857142857
"[6, 7]",37,0.5494051022189004,0.8169642857142857
"[6, 7]",38,0.4737529158592224,0.8169642857142857
"[6, 7]",39,0.5109662115573883,0.7946428571428571
"[6, 7]",40,0.5326710683958871,0.7946428571428571
"[6, 7]",41,0.5270823197705405,0.8482142857142857
"[6, 7]",42,0.519021253500666,0.8348214285714286
"[6, 7]",43,0.49535649589129854,0.8125
"[6, 7]",44,0.43773944888796124,0.8169642857142857
"[6, 7]",45,0.4669055385249002,0.8258928571428571
"[6, 7]",46,0.5392459460667202,0.8035714285714286
"[6, 7]",47,0.49598807096481323,0.8348214285714286
"[6, 7]",48,0.5115296798092979,0.7946428571428571
"[6, 7]",49,0.5459162848336356,0.78125
"[6, 7]",50,0.4529105041708265,0.8526785714285714
"[6, 7]",51,0.49053954226630075,0.8080357142857143
"[6, 7]",52,0.48728897741862703,0.8080357142857143
"[6, 7]",53,0.4351920762232372,0.8303571428571429
"[6, 7]",54,0.4013575166463852,0.8660714285714286
"[6, 7]",55,0.38764617272785734,0.8839285714285714
"[6, 7]",56,0.4623799536909376,0.875
"[6, 7]",57,0.46419134736061096,0.8526785714285714
"[6, 7]",58,0.48892839891569956,0.8169642857142857
"[6, 7]",59,0.43630191470895496,0.8526785714285714
"[6, 7]",60,0.46341381328446524,0.8258928571428571
"[6, 7]",61,0.4272300899028778,0.84375
"[6, 7]",62,0.4201984852552414,0.8348214285714286
"[6, 7]",63,0.422098628112248,0.8303571428571429
"[6, 7]",64,0.4601087474397251,0.84375
"[6, 7]",65,0.48971214464732576,0.8392857142857143
"[6, 7]",66,0.40099657007626127,0.8303571428571429
"[6, 7]",67,0.3316133213894708,0.8392857142857143
"[6, 7]",68,0.3600803571087973,0.8392857142857143
"[6, 7]",69,0.4756337436182158,0.8214285714285714
"[6, 7]",70,0.43451454809733797,0.8258928571428571
"[6, 7]",71,0.4884416673864637,0.8080357142857143
"[6, 7]",72,0.4821907196726118,0.8169642857142857
"[6, 7]",73,0.4208841919898987,0.84375
"[6, 7]",74,0.4360935517719814,0.8303571428571429
"[6, 7]",75,0.3609245334352766,0.8616071428571429
"[6, 7]",76,0.34290996832507,0.8794642857142857
"[6, 7]",77,0.33318253074373516,0.875
"[6, 7]",78,0.3317344742161887,0.8705357142857143
"[6, 7]",79,0.3692188135215214,0.8348214285714286
"[6, 7]",80,0.33970952672617777,0.8571428571428571
"[6, 7]",81,0.2993416168860027,0.8839285714285714
"[6, 7]",82,0.3198704251221248,0.8973214285714286
"[6, 7]",83,0.37479834045682636,0.8705357142857143
"[6, 7]",84,0.36793618755681173,0.8482142857142857
"[6, 7]",85,0.37815730912344797,0.84375
"[6, 7]",86,0.3734248663697924,0.8571428571428571
"[6, 7]",87,0.4003740016903196,0.8348214285714286
"[6, 7]",88,0.4289086375917707,0.8348214285714286
"[6, 7]",89,0.38721427747181486,0.8482142857142857
"[6, 7]",90,0.4167393999440329,0.8214285714285714
"[6, 7]",91,0.43805686065128874,0.7991071428571429
"[6, 7]",92,0.3984461469309671,0.8348214285714286
"[6, 7]",93,0.4324687953506197,0.8348214285714286
"[6, 7]",94,0.4591203161648342,0.8348214285714286
"[6, 7]",95,0.3154087407248361,0.8839285714285714
"[6, 7]",96,0.31679761090448927,0.9017857142857143
"[6, 7]",97,0.3450478400502886,0.8928571428571429
"[6, 7]",98,0.369073109967368,0.8928571428571429
"[6, 7]",99,0.4321587937218802,0.84375
"[6, 7]",100,0.3582219396318708,0.8839285714285714
"[6, 7]",101,0.39122561471802847,0.8705357142857143
"[6, 7]",102,0.3588492955480303,0.875
"[6, 7]",103,0.3126900281224932,0.8660714285714286
"[6, 7]",104,0.39625467360019684,0.8392857142857143
"[6, 7]",105,0.41522588048662457,0.8482142857142857
"[6, 7]",106,0.41127360079969677,0.8169642857142857
"[6, 7]",107,0.3485035853726523,0.8839285714285714
"[6, 7]",108,0.3965420552662441,0.8973214285714286
"[6, 7]",109,0.41681921056338717,0.8571428571428571
"[6, 7]",110,0.42147443762847353,0.8348214285714286
"[6, 7]",111,0.4401906260422298,0.8392857142857143
"[6, 7]",112,0.3871149442025593,0.84375
"[6, 7]",113,0.423234543630055,0.8348214285714286
"[6, 7]",114,0.37712569534778595,0.84375
"[6, 7]",115,0.33492097684315275,0.8705357142857143
"[6, 7]",116,0.3602482123034341,0.8571428571428571
"[6, 7]",117,0.343049304825919,0.8794642857142857
"[6, 7]",118,0.35384195830140797,0.8839285714285714
"[6, 7]",119,0.3898523072046893,0.84375
"[6, 7]",120,0.3498612003667014,0.8616071428571429
"[6, 7]",121,0.36767486376421793,0.8526785714285714
"[6, 7]",122,0.3663000294140407,0.8616071428571429
"[6, 7]",123,0.3649414394583021,0.8392857142857143
"[6, 7]",124,0.3206751559461866,0.8705357142857143
"[6, 7]",125,0.31801661423274447,0.8794642857142857
"[6, 7]",126,0.364475280046463,0.8526785714285714
"[6, 7]",127,0.3288520446845463,0.8348214285714286
"[6, 7]",128,0.3242978070463453,0.8392857142857143
"[6, 7]",129,0.3316629230976105,0.8526785714285714
