array_idx,epoch,epoch_loss,epoch_acc
[4],0,0.6594394147396088,0.546875
[4],1,0.8505097180604935,0.53125
[4],2,0.7216001749038696,0.578125
[4],3,0.6449951902031898,0.609375
[4],4,0.6247003823518753,0.6484375
[4],5,0.6231834217905998,0.6171875
[4],6,0.5892210081219673,0.6328125
[4],7,0.6122428402304649,0.65625
[4],8,0.8945871666073799,0.484375
[4],9,0.6120163947343826,0.625
[4],10,0.8094420209527016,0.5078125
[4],11,0.6831116527318954,0.578125
[4],12,0.7520995736122131,0.6015625
[4],13,0.7427464835345745,0.59375
[4],14,0.6450633704662323,0.609375
[4],15,0.596970409154892,0.6640625
[4],16,0.7039753571152687,0.6171875
[4],17,0.8325725048780441,0.578125
[4],18,0.6650113612413406,0.6484375
[4],19,0.6591755971312523,0.6484375
[4],20,0.6134435907006264,0.6640625
[4],21,0.8979271277785301,0.546875
[4],22,0.7593621611595154,0.6484375
[4],23,0.6546137779951096,0.671875
[4],24,0.7566906064748764,0.6328125
[4],25,0.5923922508955002,0.703125
[4],26,0.6340349614620209,0.6484375
[4],27,0.6287125945091248,0.640625
[4],28,0.5896936655044556,0.671875
[4],29,0.5926636308431625,0.671875
[4],30,0.5962803736329079,0.65625
[4],31,0.7112397253513336,0.640625
[4],32,0.8462817054241896,0.625
[4],33,0.6896135285496712,0.6328125
[4],34,0.7125723771750927,0.640625
[4],35,0.5624054595828056,0.6875
[4],36,0.6145663857460022,0.6796875
[4],37,0.9405271895229816,0.625
[4],38,0.807486817240715,0.6640625
[4],39,0.6222369745373726,0.6953125
[4],40,0.6522507816553116,0.671875
[4],41,0.7832368835806847,0.65625
[4],42,0.9148000963032246,0.6171875
[4],43,0.6384553536772728,0.6796875
[4],44,0.7077339850366116,0.6796875
[4],45,0.7567825987935066,0.6015625
[4],46,0.7731530219316483,0.640625
[4],47,0.7370141446590424,0.640625
[4],48,0.6765076145529747,0.671875
[4],49,0.6297780573368073,0.7109375
[4],50,0.8673955425620079,0.6171875
[4],51,0.8691900037229061,0.625
[4],52,0.6408793181180954,0.671875
[4],53,0.655259795486927,0.65625
[4],54,0.6606638729572296,0.6640625
[4],55,0.6347597241401672,0.6640625
[4],56,0.7874779775738716,0.6171875
[4],57,0.8210269436240196,0.59375
[4],58,0.757321834564209,0.6484375
[4],59,0.721721027046442,0.6640625
[4],60,0.6933742761611938,0.640625
[4],61,0.809691309928894,0.609375
[4],62,0.9317777175456285,0.6171875
[4],63,1.009330678731203,0.5625
[4],64,0.9696753472089767,0.59375
[4],65,1.0482820235192776,0.59375
[4],66,0.7999608591198921,0.609375
[4],67,0.7288713976740837,0.6328125
[4],68,0.8264572471380234,0.6171875
[4],69,0.7089943960309029,0.625
[4],70,0.7366623431444168,0.640625
[4],71,0.8168683256953955,0.65625
[4],72,0.6583167985081673,0.6640625
[4],73,0.6492792963981628,0.6796875
[4],74,0.6359628215432167,0.6796875
[4],75,0.6891194246709347,0.671875
[4],76,0.874050572514534,0.609375
[4],77,0.651557669043541,0.65625
[4],78,0.6810843124985695,0.6796875
[4],79,0.8068432360887527,0.6640625
[4],80,0.7598193399608135,0.65625
[4],81,0.837418993934989,0.625
[4],82,0.7173808589577675,0.671875
[4],83,0.8069542422890663,0.6171875
[4],84,0.7170827127993107,0.6484375
[4],85,0.5735499113798141,0.6875
[4],86,0.5367351472377777,0.6796875
[4],87,0.5242166742682457,0.6875
[4],88,0.5597055777907372,0.671875
[4],89,0.6104456223547459,0.671875
[4],90,0.7218913733959198,0.6171875
[4],91,0.65846336632967,0.6875
[4],92,0.7888765968382359,0.6484375
[4],93,0.8276952542364597,0.640625
[4],94,0.6938472166657448,0.6484375
[4],95,0.8853153958916664,0.6640625
[4],96,0.6282317414879799,0.6796875
[4],97,0.7128219828009605,0.6875
[4],98,0.7886577844619751,0.671875
[4],99,0.7731043547391891,0.6796875
[4],100,0.7855630442500114,0.671875
[4],101,0.8032363876700401,0.6875
[4],102,0.7007007300853729,0.6640625
[4],103,0.8183304630219936,0.671875
[4],104,0.9947346802800894,0.6484375
[4],105,0.6427692770957947,0.6484375
[4],106,0.6075840145349503,0.65625
[4],107,0.70563855022192,0.640625
[4],108,0.6689436584711075,0.671875
[4],109,0.7925889119505882,0.6484375
[4],110,0.6397641897201538,0.7109375
[4],111,0.9365100134164095,0.625
[4],112,0.8711860626935959,0.6328125
[4],113,0.8177667483687401,0.6484375
[4],114,0.8764063268899918,0.6171875
[4],115,0.5751449763774872,0.6875
[4],116,0.6042626947164536,0.6875
